,game_id,competition_id_game,season,round,date_game,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_Merged,date_appearances,player_name_Merged,competition_id_appearances,yellow_cards,red_cards,goals,assists,minutes_played,game_lineups_id,type_Merged2,number,player_id_lineups,player_name_lineups,team_captain,position_Merged3,game_event_id,date,minute,type_events,player_id,description,Sub/Assist_player_id,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_final,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
435,2460660.0,L1,2014.0,4. Matchday,2014-09-21,0.0,0.0,8.0,7.0,Peter StÃ¶ger,Lucien Favre,RheinEnergieSTADION,50000.0,Felix Zwayer,1. FuÃŸball-Club KÃ¶ln,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,00:00:00,domestic_league,2460660_31041,31041.0,2014-09-21,Fabian Johnson,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2460690.0,L1,2014.0,8. Matchday,2014-10-18,2.0,0.0,9.0,13.0,Roberto Di Matteo,Jos Luhukay,Veltins-Arena,61973.0,Knut Kircher,FC Schalke 04,Hertha BSC,02:00:00,domestic_league,2460690_124732,124732.0,2014-10-18,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2460723.0,L1,2014.0,11. Matchday,2014-11-08,0.0,4.0,12.0,1.0,Thomas Schaaf,Pep Guardiola,Commerzbank Arena,51500.0,Florian Meyer,Eintracht Frankfurt FuÃŸball AG,FC Bayern MÃ¼nchen,00:04:00,domestic_league,2460723_49723,49723.0,2014-11-08,Timothy Chandler,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2460727.0,L1,2014.0,12. Matchday,2014-11-22,1.0,3.0,3.0,12.0,Lucien Favre,Thomas Schaaf,Stadion im Borussia-Park,54010.0,Bastian Dankert,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,Eintracht Frankfurt FuÃŸball AG,01:03:00,domestic_league,2460727_49723,49723.0,2014-11-22,Timothy Chandler,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2460799.0,L1,2014.0,20. Matchday,2015-02-07,0.0,2.0,13.0,14.0,Kasper Hjulmand,PÃ¡l DÃ¡rdai,Mewa Arena,26756.0,Deniz Aytekin,1. FuÃŸball- und Sportverein Mainz 05,Hertha BSC,00:02:00,domestic_league,2460799_124732,124732.0,2015-02-07,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2460864.0,L1,2014.0,27. Matchday,2015-04-04,1.0,4.0,7.0,3.0,Markus Gisdol,Lucien Favre,PreZero Arena,30150.0,Thorsten KinhÃ¶fer,TSG 1899 Hoffenheim FuÃŸball-Spielbetriebs GmbH,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,01:04:00,domestic_league,2460864_31041,31041.0,2015-04-04,Fabian Johnson,L1,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2478479.0,GB1,2014.0,2. Matchday,2014-08-23,0.0,0.0,7.0,17.0,Paul Lambert,Alan Pardew,Villa Park,30267.0,Mike Dean,Aston Villa Football Club,Newcastle United Football Club,00:00:00,domestic_league,2478479_39471,39471.0,2014-08-23,Brad Guzan,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2482188.0,FR1,2014.0,9. Matchday,2014-10-05,0.0,1.0,20.0,5.0,Jocelyn Gourvennec,Michel Der Zakarian,Stade du Roudourou,14744.0,Said Ennjimi,EA Guingamp,Football Club de Nantes,00:01:00,domestic_league,2482188_111783,111783.0,2014-10-05,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2482328.0,FR1,2014.0,23. Matchday,2015-01-31,1.0,1.0,9.0,13.0,Michel Der Zakarian,RenÃ© Girard,Stade de la Beaujoire,19252.0,Wilfried Bien,Football Club de Nantes,Lille Olympique Sporting Club Lille MÃ©tropole,01:01:00,domestic_league,2482328_111783,111783.0,2015-01-31,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2482450.0,FR1,2014.0,35. Matchday,2015-05-03,0.0,2.0,11.0,1.0,Michel Der Zakarian,Laurent Blanc,Stade de la Beaujoire,34088.0,Ruddy Buquet,Football Club de Nantes,Paris Saint-Germain Football Club,00:02:00,domestic_league,2482450_111783,111783.0,2015-05-03,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2486517.0,GB1,2014.0,5. Matchday,2014-09-21,2.0,3.0,14.0,15.0,Roberto MartÃ­nez,Neil Warnock,Goodison Park,37574.0,Michael Oliver,Everton Football Club,Crystal Palace Football Club,02:03:00,domestic_league,2486517_4267,4267.0,2014-09-21,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2486519.0,GB1,2014.0,6. Matchday,2014-09-27,1.0,1.0,14.0,15.0,Brendan Rodgers,Roberto MartÃ­nez,Anfield,44511.0,Martin Atkinson,Liverpool Football Club,Everton Football Club,01:01:00,domestic_league,2486519_4267,4267.0,2014-09-27,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2488540.0,DFB,2014.0,Second Round,2014-10-29,1.0,2.0,N/A,N/A,Thomas Schaaf,Lucien Favre,Commerzbank Arena,46500.0,Knut Kircher,Eintracht Frankfurt FuÃŸball AG,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,01:02:00,domestic_cup,2488540_31041,31041.0,2014-10-29,Fabian Johnson,DFB,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,2538963.0,EL,2014.0,last 16 2nd leg,2015-03-19,5.0,2.0,N/A,N/A,Sergiy Rebrov,Roberto MartÃ­nez,NSK Olimpisky,67553.0,Deniz Aytekin,Futbolniy Klub Dynamo Kyiv,Everton Football Club,05:02:00,international_cup,2538963_4267,4267.0,2015-03-19,Tim Howard,EL,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2577884.0,GB1,2015.0,2. Matchday,2015-08-15,0.0,3.0,16.0,5.0,Ronald Koeman,Roberto MartÃ­nez,St Mary's Stadium,30966.0,Michael Oliver,Southampton FC,Everton Football Club,00:03:00,domestic_league,2577884_4267,4267.0,2015-08-15,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2578163.0,GB1,2015.0,28. Matchday,2016-03-01,2.0,2.0,18.0,14.0,Sam Allardyce,Alan Pardew,Stadium of Light,39795.0,Anthony Taylor,Sunderland AFC,Crystal Palace Football Club,02:02:00,domestic_league,2578163_255916,255916.0,2016-03-01,DeAndre Yedlin,GB1,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2578232.0,GB1,2015.0,34. Matchday,2016-04-16,1.0,0.0,5.0,20.0,Louis van Gaal,Eric Black,Old Trafford,75411.0,Kevin Friend,Manchester United Football Club,Aston Villa Football Club,01:00:00,domestic_league,2578232_39471,39471.0,2016-04-16,Brad Guzan,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2581177.0,L1,2015.0,2. Matchday,2015-08-22,1.0,1.0,12.0,14.0,Armin Veh,Markus Weinzierl,Commerzbank Arena,45000.0,Florian Meyer,Eintracht Frankfurt FuÃŸball AG,FC Augsburg 1907,01:01:00,domestic_league,2581177_49723,49723.0,2015-08-22,Timothy Chandler,L1,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2581693.0,L1,2015.0,10. Matchday,2015-10-25,3.0,1.0,7.0,3.0,AndrÃ© Schubert,AndrÃ© Breitenreiter,Stadion im Borussia-Park,54010.0,Wolfgang Stark,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,FC Schalke 04,03:01:00,domestic_league,2581693_31041,31041.0,2015-10-25,Fabian Johnson,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2581858.0,L1,2015.0,22. Matchday,2016-02-20,1.0,1.0,3.0,8.0,PÃ¡l DÃ¡rdai,Dieter Hecking,Olympiastadion Berlin,40126.0,Sascha Stegemann,Hertha BSC,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,01:01:00,domestic_league,2581858_124732,124732.0,2016-02-20,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2586961.0,FR1,2015.0,11. Matchday,2015-10-25,0.0,1.0,11.0,9.0,Olivier GuÃ©gan,Leonardo Jardim,Stade Auguste-Delaune,14238.0,Frank Schneider,Stade de Reims,Association sportive de Monaco Football Club,00:01:00,domestic_league,2586961_355369,355369.0,2015-10-25,Jordan,FR1,0.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2589099.0,NL1,2015.0,24. Matchday,2016-02-20,4.0,1.0,3.0,10.0,John van den Brom,Erwin van de Looi,AFAS Stadion,16325.0,Kevin Blom,Alkmaar Zaanstreek,FC Groningen,04:01:00,domestic_league,2589099_273570,273570.0,2016-02-20,Desevio Payne,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2600611.0,FR1,2015.0,16. Matchday,2015-12-02,1.0,2.0,14.0,12.0,Jocelyn Gourvennec,Olivier GuÃ©gan,Stade du Roudourou,14046.0,Johan Hamel,EA Guingamp,Stade de Reims,01:02:00,domestic_league,2600611_355369,355369.0,2015-12-02,Jordan,FR1,0.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2600615.0,FR1,2015.0,17. Matchday,2015-12-05,1.0,1.0,14.0,20.0,Olivier GuÃ©gan,Olivier Tingry,Stade Auguste-Delaune,10765.0,JÃ©rÃ´me Miguelgorry,Stade de Reims,ESTAC Troyes,01:01:00,domestic_league,2600615_355369,355369.0,2015-12-05,Jordan,FR1,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2609801.0,FR1,2015.0,34. Matchday,2016-04-16,2.0,1.0,20.0,17.0,Mohamed Bradja,Olivier GuÃ©gan,Stade de l'Aube,12650.0,Tony Chapron,ESTAC Troyes,Stade de Reims,02:01:00,domestic_league,2609801_355369,355369.0,2016-04-16,Jordan,FR1,0.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2609817.0,FR1,2015.0,35. Matchday,2016-04-24,1.0,1.0,16.0,10.0,Franck Passi,Michel Der Zakarian,Orange VÃ©lodrome,19898.0,StÃ©phane Lannoy,Olympique de Marseille,Football Club de Nantes,01:01:00,domestic_league,2609817_111783,111783.0,2016-04-24,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2617086.0,BE1,2015.0,6. Matchday,2015-08-29,2.0,2.0,7.0,10.0,Hein Vanhaezebrouck,Aleksandar Jankovic,Ghelamco Arena,19676.0,Luc Wouters,Koninklijke Atletiek Associatie Gent,Yellow-Red Koninklijke Voetbalclub Mechelen,02:02:00,domestic_league,2617086_209019,209019.0,2015-08-29,Kenny Saief,BE1,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2618562.0,CL,2015.0,Group H,2015-09-29,2.0,1.0,N/A,N/A,AndrÃ© Villas-Boas,Hein Vanhaezebrouck,Petrovsky,18095.0,Matej Jug,AO FK Zenit Sankt-Peterburg,Koninklijke Atletiek Associatie Gent,02:01:00,international_cup,2618562_209019,209019.0,2015-09-29,Kenny Saief,CL,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2633793.0,BE1,2015.0,11. Matchday,2015-10-16,1.0,2.0,13.0,1.0,Cedomir Janevski,Hein Vanhaezebrouck,Le Canonnier,3150.0,Luc Wouters,Royal Excel Mouscron (-2022),Koninklijke Atletiek Associatie Gent,01:02:00,domestic_league,2633793_209019,209019.0,2015-10-16,Kenny Saief,BE1,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2646301.0,SC1,2015.0,30. Matchday,2016-03-12,0.0,1.0,7.0,3.0,Paul Hartley,Robbie Neilson,Kilmac Stadium at Dens Park,6195.0,Willie Collum,Dundee Football Club,Heart of Midlothian Football Club,00:01:00,domestic_league,2646301_131183,131183.0,2016-03-12,Perry Kitchen,SC1,0.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2681481.0,SC1,2015.0,37. Matchday,2016-05-12,0.0,1.0,2.0,3.0,Derek McInnes,Robbie Neilson,Pittodrie Stadium,10087.0,Andrew Dallas,Aberdeen Football Club,Heart of Midlothian Football Club,00:01:00,domestic_league,2681481_131183,131183.0,2016-05-12,Perry Kitchen,SC1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2700846.0,NL1,2016.0,25. Matchday,2017-03-04,3.0,1.0,13.0,8.0,Ron Jans,Henk Fraser,MACÂ³PARK stadion,13000.0,Allard Lindhout,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,Stichting Betaald Voetbal Vitesse Arnhem,03:01:00,domestic_league,2700846_245893,245893.0,2017-03-04,Matt Miazga,NL1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2704259.0,L1,2016.0,5. Matchday,2016-09-24,3.0,3.0,5.0,6.0,Niko Kovac,PÃ¡l DÃ¡rdai,Commerzbank Arena,45000.0,Dr. Felix Brych,Eintracht Frankfurt FuÃŸball AG,Hertha BSC,03:03:00,domestic_league,2704259_49723,49723.0,2016-09-24,Timothy Chandler,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2704308.0,L1,2016.0,9. Matchday,2016-10-30,3.0,0.0,4.0,18.0,Peter StÃ¶ger,Markus Gisdol,RheinEnergieSTADION,50000.0,Benjamin Brand,1. FuÃŸball-Club KÃ¶ln,Hamburger SV,03:00:00,domestic_league,2704308_72519,72519.0,2016-10-30,Bobby Wood,L1,0.0,1.0,0.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2704503.0,L1,2016.0,19. Matchday,2017-02-05,3.0,2.0,10.0,15.0,Manuel Baum,Alexander Nouri,WWK ARENA,26812.0,Christian Dingert,FC Augsburg 1907,Sportverein Werder Bremen von 1899,03:02:00,domestic_league,2704503_119169,119169.0,2017-02-05,Aron JÃ³hannsson,L1,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2704584.0,L1,2016.0,25. Matchday,2017-03-18,3.0,0.0,13.0,2.0,Alexander Nouri,Ralph HasenhÃ¼ttl,Wohninvest-Weserstadion,41384.0,Christian Dingert,Sportverein Werder Bremen von 1899,RasenBallsport Leipzig,03:00:00,domestic_league,2704584_119169,119169.0,2017-03-18,Aron JÃ³hannsson,L1,0.0,0.0,0.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2704591.0,L1,2016.0,26. Matchday,2017-04-01,2.0,1.0,14.0,6.0,Markus Gisdol,Peter StÃ¶ger,Volksparkstadion,57000.0,Daniel Siebert,Hamburger SV,1. FuÃŸball-Club KÃ¶ln,02:01:00,domestic_league,2704591_72519,72519.0,2017-04-01,Bobby Wood,L1,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2704676.0,L1,2016.0,31. Matchday,2017-04-29,0.0,0.0,2.0,17.0,Ralph HasenhÃ¼ttl,Maik Walpurgis,Red Bull Arena,41053.0,Daniel Siebert,RasenBallsport Leipzig,FC Ingolstadt 04,00:00:00,domestic_league,2704676_58500,58500.0,2017-04-29,Alfredo Morales,L1,2.0,0.0,0.0,0.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2704680.0,L1,2016.0,32. Matchday,2017-05-06,1.0,4.0,6.0,2.0,PÃ¡l DÃ¡rdai,Ralph HasenhÃ¼ttl,Olympiastadion Berlin,62301.0,Robert Hartmann,Hertha BSC,RasenBallsport Leipzig,01:04:00,domestic_league,2704680_124732,124732.0,2017-05-06,John Anthony Brooks,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2728525.0,SC1,2016.0,10. Matchday,2016-11-30,2.0,0.0,3.0,5.0,Robbie Neilson,Mark Warburton,Tynecastle Park,16803.0,Craig Thomson,Heart of Midlothian Football Club,Rangers Football Club,02:00:00,domestic_league,2728525_131183,131183.0,2016-11-30,Perry Kitchen,SC1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2728569.0,SC1,2016.0,17. Matchday,2016-12-10,2.0,0.0,2.0,4.0,Mark Warburton,Ian Cathro,Ibrox Stadium,50039.0,John Beaton,Rangers Football Club,Heart of Midlothian Football Club,02:00:00,domestic_league,2728569_131183,131183.0,2016-12-10,Perry Kitchen,SC1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2732079.0,BE1,2016.0,5. Matchday,2016-08-28,2.0,2.0,5.0,6.0,RenÃ© Weiler,Hein Vanhaezebrouck,Constant Vanden Stock Stadion,19000.0,Erik Lambrechts,Royal Sporting Club Anderlecht,Koninklijke Atletiek Associatie Gent,02:02:00,domestic_league,2732079_209019,209019.0,2016-08-28,Kenny Saief,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2865022.0,NL1,2017.0,4. Matchday,2017-09-09,0.0,3.0,13.0,2.0,Mitchell van der Gaag,Henk Fraser,Van Donge & De Roo Stadion - Woudestein,4100.0,Bas Nijhuis,Excelsior Rotterdam,Stichting Betaald Voetbal Vitesse Arnhem,00:03:00,domestic_league,2865022_245893,245893.0,2017-09-09,Matt Miazga,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2865033.0,NL1,2017.0,5. Matchday,2017-09-17,1.0,1.0,5.0,9.0,Henk Fraser,Maurice Steijn,GelreDome,15213.0,Dennis Higler,Stichting Betaald Voetbal Vitesse Arnhem,VVV-Venlo,01:01:00,domestic_league,2865033_245893,245893.0,2017-09-17,Matt Miazga,NL1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2865096.0,NL1,2017.0,11. Matchday,2017-11-04,1.0,0.0,7.0,18.0,Mitchell van der Gaag,Robert Molenaar,Van Donge & De Roo Stadion - Woudestein,4086.0,Rob Dieperink,Excelsior Rotterdam,Roda JC Kerkrade,01:00:00,domestic_league,2865096_273570,273570.0,2017-11-04,Desevio Payne,NL1,0.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2871650.0,L1,2017.0,21. Matchday,2018-02-03,1.0,2.0,5.0,15.0,Domenico Tedesco,Florian Kohfeldt,Veltins-Arena,62271.0,Guido Winkmann,FC Schalke 04,Sportverein Werder Bremen von 1899,01:02:00,domestic_league,2871650_119169,119169.0,2018-02-03,Aron JÃ³hannsson,L1,0.0,0.0,0.0,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2871758.0,L1,2017.0,24. Matchday,2018-02-24,1.0,0.0,14.0,17.0,Florian Kohfeldt,Bernd Hollerbach,Wohninvest-Weserstadion,42100.0,Felix Zwayer,Sportverein Werder Bremen von 1899,Hamburger SV,01:00:00,domestic_league,2871758_119169,119169.0,2018-02-24,Aron JÃ³hannsson,L1,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2871797.0,L1,2017.0,26. Matchday,2018-03-09,0.0,1.0,16.0,2.0,Sandro Schwarz,Domenico Tedesco,Mewa Arena,30655.0,Dr. Felix Brych,1. FuÃŸball- und Sportverein Mainz 05,FC Schalke 04,00:01:00,domestic_league,2871797_332697,332697.0,2018-03-09,Weston McKennie,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2871833.0,L1,2017.0,27. Matchday,2018-03-17,1.0,3.0,10.0,12.0,Manuel Baum,Florian Kohfeldt,WWK ARENA,30080.0,Sascha Stegemann,FC Augsburg 1907,Sportverein Werder Bremen von 1899,01:03:00,domestic_league,2871833_119169,119169.0,2018-03-17,Aron JÃ³hannsson,L1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2872106.0,L1,2017.0,25. Matchday,2018-03-03,1.0,1.0,6.0,3.0,Ralph HasenhÃ¼ttl,Peter StÃ¶ger,Red Bull Arena,42558.0,Dr. Felix Brych,RasenBallsport Leipzig,Borussia Dortmund,01:01:00,domestic_league,2872106_315779,315779.0,2018-03-03,Christian Pulisic,L1,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2872191.0,GB1,2017.0,8. Matchday,2017-10-15,2.0,2.0,11.0,9.0,Mauricio Pellegrino,Rafael BenÃ­tez,St Mary's Stadium,31437.0,Kevin Friend,Southampton FC,Newcastle United Football Club,02:02:00,domestic_league,2872191_255916,255916.0,2017-10-15,DeAndre Yedlin,GB1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2872199.0,GB1,2017.0,9. Matchday,2017-10-21,1.0,0.0,7.0,20.0,Rafael BenÃ­tez,Roy Hodgson,St James' Park,52251.0,Stuart Attwell,Newcastle United Football Club,Crystal Palace Football Club,01:00:00,domestic_league,2872199_255916,255916.0,2017-10-21,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2872470.0,GB1,2017.0,36. Matchday,2018-04-28,0.0,1.0,10.0,20.0,Rafael BenÃ­tez,Darren Moore,St James' Park,52283.0,David Coote,Newcastle United Football Club,West Bromwich Albion,00:01:00,domestic_league,2872470_255916,255916.0,2018-04-28,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2919920.0,EL,2017.0,group K,2017-12-07,1.0,0.0,N/A,N/A,Henk Fraser,Lucien Favre,GelreDome,17564.0,Sandro SchÃ¤rer,Stichting Betaald Voetbal Vitesse Arnhem,Olympique Gymnaste Club Nice CÃ´te d'Azur,01:00:00,international_cup,2919920_245893,245893.0,2017-12-07,Matt Miazga,EL,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2920498.0,NLP,2017.0,First Round,2017-09-20,1.0,2.0,N/A,N/A,Mitchell van der Gaag,Jurgen Streppel,Van Donge & De Roo Stadion - Woudestein,1902.0,Dennis Higler,Excelsior Rotterdam,Sportclub Heerenveen,01:02:00,domestic_cup,2920498_229912,229912.0,2017-09-20,Shane O'Neill,NLP,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3050285.0,GB1,2018.0,12. Matchday,2018-11-10,2.0,1.0,14.0,6.0,Rafael BenÃ­tez,Eddie Howe,St James' Park,49266.0,Lee Probert,Newcastle United Football Club,Association Football Club Bournemouth,02:01:00,domestic_league,3050285_255916,255916.0,2018-11-10,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,3050357.0,GB1,2018.0,21. Matchday,2019-01-01,4.0,1.0,5.0,19.0,Unai Emery,Claudio Ranieri,Emirates Stadium,59887.0,Graham Scott,Arsenal Football Club,Fulham Football Club,04:01:00,domestic_league,3050357_145466,145466.0,2019-01-01,Tim Ream,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,3058521.0,L1,2018.0,12. Matchday,2018-11-24,1.0,2.0,10.0,1.0,Sandro Schwarz,Lucien Favre,Mewa Arena,34000.0,Deniz Aytekin,1. FuÃŸball- und Sportverein Mainz 05,Borussia Dortmund,01:02:00,domestic_league,3058521_315779,315779.0,2018-11-24,Christian Pulisic,L1,0.0,0.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,3058598.0,L1,2018.0,21. Matchday,2019-02-10,4.0,0.0,10.0,15.0,Florian Kohfeldt,Manuel Baum,Wohninvest-Weserstadion,40138.0,Manuel GrÃ¤fe,Sportverein Werder Bremen von 1899,FC Augsburg 1907,04:00:00,domestic_league,3058598_393325,393325.0,2019-02-10,Josh Sargent,L1,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,3058604.0,L1,2018.0,22. Matchday,2019-02-16,3.0,0.0,8.0,17.0,Julian Nagelsmann,Thomas Doll,PreZero Arena,23404.0,Daniel Siebert,TSG 1899 Hoffenheim FuÃŸball-Spielbetriebs GmbH,Hannover 96,03:00:00,domestic_league,3058604_72519,72519.0,2019-02-16,Bobby Wood,L1,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,3058607.0,L1,2018.0,22. Matchday,2019-02-17,1.0,1.0,7.0,3.0,Adi HÃ¼tter,Dieter Hecking,Commerzbank Arena,51500.0,Deniz Aytekin,Eintracht Frankfurt FuÃŸball AG,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,01:01:00,domestic_league,3058607_31041,31041.0,2019-02-17,Fabian Johnson,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,3058639.0,L1,2018.0,25. Matchday,2019-03-09,6.0,0.0,1.0,7.0,Niko Kovac,Bruno Labbadia,Allianz Arena,75000.0,Sascha Stegemann,FC Bayern MÃ¼nchen,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,06:00:00,domestic_league,3058639_124732,124732.0,2019-03-09,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3077264.0,NL1,2018.0,15. Matchday,2018-12-07,0.0,3.0,10.0,6.0,RenÃ© Eijer,John van den Brom,Fortuna Sittard Stadion,7133.0,Edwin van de Graaf,Fortuna Sittardia Combinatie,Alkmaar Zaanstreek,00:03:00,domestic_league,3077264_336160,336160.0,2018-12-07,Andrija Novakovich,NL1,0.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
